"","sample_id","cluster","M1_layer","MTG_layer_transfer"
"M1_SM-GE5U9_S147_E1-50","SM-GE5U9_S147_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L3","L5"
"M1_SM-GE5U9_S148_E1-50","SM-GE5U9_S148_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE5U9_S149_E1-50","SM-GE5U9_S149_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE5U9_S150_E1-50","SM-GE5U9_S150_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE5U9_S151_E1-50","SM-GE5U9_S151_E1-50","Exc L3-5 FEZF2 ASGR2","L3","L5"
"M1_SM-GE5U9_S153_E1-50","SM-GE5U9_S153_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE5U9_S155_E1-50","SM-GE5U9_S155_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE5U9_S156_E1-50","SM-GE5U9_S156_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE5U9_S157_E1-50","SM-GE5U9_S157_E1-50","Exc L2 LINC00507 GLRA3","L3","L2"
"M1_SM-GE5U9_S158_E1-50","SM-GE5U9_S158_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE5U9_S166_E1-50","SM-GE5U9_S166_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE5U9_S180_E1-50","SM-GE5U9_S180_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE5U9_S185_E1-50","SM-GE5U9_S185_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE5U9_S186_E1-50","SM-GE5U9_S186_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE5UA_S010_E1-50","SM-GE5UA_S010_E1-50","Exc L2 LINC00507 ATP7B","L1","L2"
"M1_SM-GE5UA_S021_E1-50","SM-GE5UA_S021_E1-50","Exc L2 LAMP5 KCNG3","L1","L2"
"M1_SM-GE5UA_S025_E1-50","SM-GE5UA_S025_E1-50","Exc L3-5 RORB LINC01202","L3","L5"
"M1_SM-GE5UA_S026_E1-50","SM-GE5UA_S026_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE5UA_S027_E1-50","SM-GE5UA_S027_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE5UA_S029_E1-50","SM-GE5UA_S029_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE5UA_S030_E1-50","SM-GE5UA_S030_E1-50","Exc L3-5 RORB TNNT2","L3","L4"
"M1_SM-GE5UA_S031_E1-50","SM-GE5UA_S031_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE5UA_S033_E1-50","SM-GE5UA_S033_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE5UA_S035_E1-50","SM-GE5UA_S035_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE5UA_S036_E1-50","SM-GE5UA_S036_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE5UA_S037_E1-50","SM-GE5UA_S037_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE5UA_S038_E1-50","SM-GE5UA_S038_E1-50","Exc L3-5 RORB LINC01202","L3","L4"
"M1_SM-GE5UA_S039_E1-50","SM-GE5UA_S039_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE5UA_S041_E1-50","SM-GE5UA_S041_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE5UA_S042_E1-50","SM-GE5UA_S042_E1-50","Exc L3-5 RORB RPRM","L3","L4"
"M1_SM-GE5UA_S043_E1-50","SM-GE5UA_S043_E1-50","Exc L3-5 RORB TNNT2","L3","L6"
"M1_SM-GE5UA_S044_E1-50","SM-GE5UA_S044_E1-50","Exc L3-5 FEZF2 ASGR2","L3","L5"
"M1_SM-GE5UA_S045_E1-50","SM-GE5UA_S045_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE5UA_S046_E1-50","SM-GE5UA_S046_E1-50","Exc L2-3 RORB RTKN2","L3","L4"
"M1_SM-GE5UA_S047_E1-50","SM-GE5UA_S047_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE5UA_S057_E1-50","SM-GE5UA_S057_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE5UA_S058_E1-50","SM-GE5UA_S058_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE5UA_S059_E1-50","SM-GE5UA_S059_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE5UA_S060_E1-50","SM-GE5UA_S060_E1-50","Exc L6 THEMIS SNTG2","L5","L6"
"M1_SM-GE5UA_S063_E1-50","SM-GE5UA_S063_E1-50","Exc L5-6 THEMIS SMYD1","L5","L6"
"M1_SM-GE5UA_S065_E1-50","SM-GE5UA_S065_E1-50","Exc L6 THEMIS LINC00343","L5","L5"
"M1_SM-GE5UA_S067_E1-50","SM-GE5UA_S067_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE5UA_S068_E1-50","SM-GE5UA_S068_E1-50","Exc L5 FEZF2 PKD2L1","L5","L5"
"M1_SM-GE5UA_S069_E1-50","SM-GE5UA_S069_E1-50","Exc L5 THEMIS FGF10","L5","L5"
"M1_SM-GE5UA_S070_E1-50","SM-GE5UA_S070_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE5UA_S071_E1-50","SM-GE5UA_S071_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE5UA_S073_E1-50","SM-GE5UA_S073_E1-50","Exc L5 THEMIS VILL","L5","L6"
"M1_SM-GE5UA_S074_E1-50","SM-GE5UA_S074_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE5UA_S075_E1-50","SM-GE5UA_S075_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE5UA_S076_E1-50","SM-GE5UA_S076_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE5UA_S077_E1-50","SM-GE5UA_S077_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE5UA_S078_E1-50","SM-GE5UA_S078_E1-50","Exc L5-6 THEMIS SMYD1","L5","L5"
"M1_SM-GE5UA_S079_E1-50","SM-GE5UA_S079_E1-50","Exc L2-3 RORB CCDC68","L5","L4"
"M1_SM-GE5UA_S082_E1-50","SM-GE5UA_S082_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE5UA_S083_E1-50","SM-GE5UA_S083_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE5UA_S091_E1-50","SM-GE5UA_S091_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE5UA_S098_E1-50","SM-GE5UA_S098_E1-50","Exc L2 LINC00507 ATP7B","L2","L2"
"M1_SM-GE5UA_S099_E1-50","SM-GE5UA_S099_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S100_E1-50","SM-GE5UA_S100_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S102_E1-50","SM-GE5UA_S102_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S103_E1-50","SM-GE5UA_S103_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE5UA_S106_E1-50","SM-GE5UA_S106_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE5UA_S107_E1-50","SM-GE5UA_S107_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE5UA_S109_E1-50","SM-GE5UA_S109_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S110_E1-50","SM-GE5UA_S110_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S113_E1-50","SM-GE5UA_S113_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S114_E1-50","SM-GE5UA_S114_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S115_E1-50","SM-GE5UA_S115_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE5UA_S116_E1-50","SM-GE5UA_S116_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE5UA_S119_E1-50","SM-GE5UA_S119_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE5UA_S121_E1-50","SM-GE5UA_S121_E1-50","Exc L3-5 RORB TNNT2","L3","L6"
"M1_SM-GE5UA_S122_E1-50","SM-GE5UA_S122_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE5UA_S123_E1-50","SM-GE5UA_S123_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE5UA_S125_E1-50","SM-GE5UA_S125_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE5UA_S126_E1-50","SM-GE5UA_S126_E1-50","Exc L2-3 RORB RTKN2","L3","L4"
"M1_SM-GE5UA_S127_E1-50","SM-GE5UA_S127_E1-50","Exc L2-3 RORB PTPN3","L3","L3"
"M1_SM-GE5UA_S129_E1-50","SM-GE5UA_S129_E1-50","Exc L5-6 THEMIS TNFAIP6","L3","L4"
"M1_SM-GE5UA_S130_E1-50","SM-GE5UA_S130_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE5UA_S131_E1-50","SM-GE5UA_S131_E1-50","Exc L3-5 FEZF2 ASGR2","L3","L5"
"M1_SM-GE5UA_S132_E1-50","SM-GE5UA_S132_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE5UA_S133_E1-50","SM-GE5UA_S133_E1-50","Exc L3-5 RORB TNNT2","L3","L4"
"M1_SM-GE5UA_S134_E1-50","SM-GE5UA_S134_E1-50","Exc L3-5 RORB TNNT2","L3","L6"
"M1_SM-GE5UA_S135_E1-50","SM-GE5UA_S135_E1-50","Exc L3-5 RORB TNNT2","L3","L6"
"M1_SM-GE5UA_S137_E1-50","SM-GE5UA_S137_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE5UA_S138_E1-50","SM-GE5UA_S138_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE5UA_S139_E1-50","SM-GE5UA_S139_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE5UA_S140_E1-50","SM-GE5UA_S140_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE5UA_S141_E1-50","SM-GE5UA_S141_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE5UA_S143_E1-50","SM-GE5UA_S143_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE5UA_S145_E1-50","SM-GE5UA_S145_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L6"
"M1_SM-GE5UA_S146_E1-50","SM-GE5UA_S146_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE5UA_S147_E1-50","SM-GE5UA_S147_E1-50","Exc L5 THEMIS FGF10","L5","L5"
"M1_SM-GE5UA_S148_E1-50","SM-GE5UA_S148_E1-50","Exc L5 THEMIS VILL","L5","L5"
"M1_SM-GE5UA_S149_E1-50","SM-GE5UA_S149_E1-50","Exc L5 RORB MED8","L5","L5"
"M1_SM-GE5UA_S150_E1-50","SM-GE5UA_S150_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE5UA_S161_E1-50","SM-GE5UA_S161_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE5UA_S162_E1-50","SM-GE5UA_S162_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE5UA_S163_E1-50","SM-GE5UA_S163_E1-50","Exc L5 FEZF2 RNF144A-AS1","L5","L5"
"M1_SM-GE5UA_S164_E1-50","SM-GE5UA_S164_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE5UA_S165_E1-50","SM-GE5UA_S165_E1-50","Exc L5 FEZF2 PKD2L1","L5","L5"
"M1_SM-GE5UA_S166_E1-50","SM-GE5UA_S166_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE5UA_S167_E1-50","SM-GE5UA_S167_E1-50","Exc L5 THEMIS FGF10","L5","L5"
"M1_SM-GE5UA_S170_E1-50","SM-GE5UA_S170_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE5UA_S171_E1-50","SM-GE5UA_S171_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE5UA_S172_E1-50","SM-GE5UA_S172_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE5UA_S173_E1-50","SM-GE5UA_S173_E1-50","Exc L3 THEMIS ENPEP","L5","L5"
"M1_SM-GE5UA_S174_E1-50","SM-GE5UA_S174_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE5UA_S175_E1-50","SM-GE5UA_S175_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE5UA_S188_E1-50","SM-GE5UA_S188_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE5UA_S189_E1-50","SM-GE5UA_S189_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE5UA_S190_E1-50","SM-GE5UA_S190_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L5"
"M1_SM-GE8WF_S002_E1-50","SM-GE8WF_S002_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S003_E1-50","SM-GE8WF_S003_E1-50","Exc L2 LAMP5 KCNG3","L2","L2"
"M1_SM-GE8WF_S004_E1-50","SM-GE8WF_S004_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S005_E1-50","SM-GE8WF_S005_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S007_E1-50","SM-GE8WF_S007_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE8WF_S010_E1-50","SM-GE8WF_S010_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S011_E1-50","SM-GE8WF_S011_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S012_E1-50","SM-GE8WF_S012_E1-50","Exc L2 LINC00507 ATP7B","L2","L2"
"M1_SM-GE8WF_S013_E1-50","SM-GE8WF_S013_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S014_E1-50","SM-GE8WF_S014_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S019_E1-50","SM-GE8WF_S019_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S020_E1-50","SM-GE8WF_S020_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S023_E1-50","SM-GE8WF_S023_E1-50","Exc L2 LAMP5 KCNG3","L2","L2"
"M1_SM-GE8WF_S025_E1-50","SM-GE8WF_S025_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8WF_S026_E1-50","SM-GE8WF_S026_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE8WF_S027_E1-50","SM-GE8WF_S027_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8WF_S028_E1-50","SM-GE8WF_S028_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE8WF_S029_E1-50","SM-GE8WF_S029_E1-50","Exc L3-5 RORB TNNT2","L3","L4"
"M1_SM-GE8WF_S030_E1-50","SM-GE8WF_S030_E1-50","Exc L3-5 RORB LNX2","L3","L5"
"M1_SM-GE8WF_S031_E1-50","SM-GE8WF_S031_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE8WF_S033_E1-50","SM-GE8WF_S033_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE8WF_S034_E1-50","SM-GE8WF_S034_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE8WF_S035_E1-50","SM-GE8WF_S035_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE8WF_S036_E1-50","SM-GE8WF_S036_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE8WF_S037_E1-50","SM-GE8WF_S037_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE8WF_S038_E1-50","SM-GE8WF_S038_E1-50","Exc L3-5 RORB LNX2","L3","L5"
"M1_SM-GE8WF_S039_E1-50","SM-GE8WF_S039_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8WF_S041_E1-50","SM-GE8WF_S041_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE8WF_S042_E1-50","SM-GE8WF_S042_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8WF_S043_E1-50","SM-GE8WF_S043_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE8WF_S044_E1-50","SM-GE8WF_S044_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE8WF_S045_E1-50","SM-GE8WF_S045_E1-50","Exc L5-6 THEMIS TNFAIP6","L3","L5"
"M1_SM-GE8WF_S046_E1-50","SM-GE8WF_S046_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE8WF_S047_E1-50","SM-GE8WF_S047_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE8WF_S049_E1-50","SM-GE8WF_S049_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE8WF_S050_E1-50","SM-GE8WF_S050_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE8WF_S051_E1-50","SM-GE8WF_S051_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE8WF_S052_E1-50","SM-GE8WF_S052_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L5"
"M1_SM-GE8WF_S053_E1-50","SM-GE8WF_S053_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE8WF_S055_E1-50","SM-GE8WF_S055_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE8WF_S057_E1-50","SM-GE8WF_S057_E1-50","Exc L5 THEMIS FGF10","L5","L6"
"M1_SM-GE8WF_S058_E1-50","SM-GE8WF_S058_E1-50","Exc L5 THEMIS VILL","L5","L6"
"M1_SM-GE8WF_S059_E1-50","SM-GE8WF_S059_E1-50","Exc L5-6 FEZF2 LPO","L5","L5"
"M1_SM-GE8WF_S060_E1-50","SM-GE8WF_S060_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE8WF_S061_E1-50","SM-GE8WF_S061_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE8WF_S062_E1-50","SM-GE8WF_S062_E1-50","Exc L3 THEMIS ENPEP","L5","L6"
"M1_SM-GE8WF_S063_E1-50","SM-GE8WF_S063_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE8WF_S073_E1-50","SM-GE8WF_S073_E1-50","Exc L5 THEMIS VILL","L5","L5"
"M1_SM-GE8WF_S074_E1-50","SM-GE8WF_S074_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L4"
"M1_SM-GE8WF_S075_E1-50","SM-GE8WF_S075_E1-50","Exc L5 THEMIS VILL","L5","L5"
"M1_SM-GE8WF_S076_E1-50","SM-GE8WF_S076_E1-50","Exc L5-6 FEZF2 CFTR","L5","L5"
"M1_SM-GE8WF_S077_E1-50","SM-GE8WF_S077_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE8WF_S078_E1-50","SM-GE8WF_S078_E1-50","Exc L3 RORB OTOGL","L5","L4"
"M1_SM-GE8WF_S079_E1-50","SM-GE8WF_S079_E1-50","Exc L6 THEMIS SNTG2","L5","L5"
"M1_SM-GE8WF_S081_E1-50","SM-GE8WF_S081_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE8WF_S082_E1-50","SM-GE8WF_S082_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE8WF_S083_E1-50","SM-GE8WF_S083_E1-50","Exc L6 FEZF2 PDYN","L6","L6"
"M1_SM-GE8WF_S084_E1-50","SM-GE8WF_S084_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE8WF_S085_E1-50","SM-GE8WF_S085_E1-50","Exc L2 LINC00507 GLRA3","L6","L6"
"M1_SM-GE8WF_S086_E1-50","SM-GE8WF_S086_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE8WF_S087_E1-50","SM-GE8WF_S087_E1-50","Exc L5-6 THEMIS SMYD1","L6","L6"
"M1_SM-GE8WF_S089_E1-50","SM-GE8WF_S089_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L5"
"M1_SM-GE8WF_S090_E1-50","SM-GE8WF_S090_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L6"
"M1_SM-GE8WF_S091_E1-50","SM-GE8WF_S091_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L5"
"M1_SM-GE8WF_S092_E1-50","SM-GE8WF_S092_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE8WF_S093_E1-50","SM-GE8WF_S093_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE8WF_S094_E1-50","SM-GE8WF_S094_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L6","L5"
"M1_SM-GE8WF_S095_E1-50","SM-GE8WF_S095_E1-50","Exc L5-6 FEZF2 LPO","L6","L4"
"M1_SM-GE8WF_S097_E1-50","SM-GE8WF_S097_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S098_E1-50","SM-GE8WF_S098_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE8WF_S099_E1-50","SM-GE8WF_S099_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S100_E1-50","SM-GE8WF_S100_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S101_E1-50","SM-GE8WF_S101_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S103_E1-50","SM-GE8WF_S103_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8WF_S105_E1-50","SM-GE8WF_S105_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S106_E1-50","SM-GE8WF_S106_E1-50","Exc L2-3 RORB RTKN2","L2","L4"
"M1_SM-GE8WF_S107_E1-50","SM-GE8WF_S107_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE8WF_S108_E1-50","SM-GE8WF_S108_E1-50","Exc L2-3 RORB CCDC68","L2","L4"
"M1_SM-GE8WF_S109_E1-50","SM-GE8WF_S109_E1-50","Exc L2 LINC00507 GLRA3","L2","L6"
"M1_SM-GE8WF_S110_E1-50","SM-GE8WF_S110_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S111_E1-50","SM-GE8WF_S111_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S113_E1-50","SM-GE8WF_S113_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S114_E1-50","SM-GE8WF_S114_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S115_E1-50","SM-GE8WF_S115_E1-50","Exc L2 LINC00507 GLRA3","L2","L6"
"M1_SM-GE8WF_S116_E1-50","SM-GE8WF_S116_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S117_E1-50","SM-GE8WF_S117_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8WF_S118_E1-50","SM-GE8WF_S118_E1-50","Exc L2 LINC00507 ATP7B","L2","L3"
"M1_SM-GE8WF_S119_E1-50","SM-GE8WF_S119_E1-50","Exc L2-3 LINC00507 DSG3","L2","L3"
"M1_SM-GE8WF_S126_E1-50","SM-GE8WF_S126_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE8WF_S137_E1-50","SM-GE8WF_S137_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8WF_S141_E1-50","SM-GE8WF_S141_E1-50","Exc L2 LINC00507 GLRA3","L3","L2"
"M1_SM-GE8WF_S145_E1-50","SM-GE8WF_S145_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE8WF_S146_E1-50","SM-GE8WF_S146_E1-50","Exc L5 FEZF2 CSN1S1","L5","L5"
"M1_SM-GE8WF_S147_E1-50","SM-GE8WF_S147_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE8WF_S148_E1-50","SM-GE8WF_S148_E1-50","Exc L5 THEMIS FGF10","L5","L6"
"M1_SM-GE8WF_S149_E1-50","SM-GE8WF_S149_E1-50","Exc L5 FEZF2 PKD2L1","L5","L5"
"M1_SM-GE8WF_S150_E1-50","SM-GE8WF_S150_E1-50","Exc L5-6 FEZF2 IFNG-AS1","L5","L5"
"M1_SM-GE8WF_S151_E1-50","SM-GE8WF_S151_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE8WF_S153_E1-50","SM-GE8WF_S153_E1-50","Exc L5-6 THEMIS SMYD1","L5","L5"
"M1_SM-GE8WF_S154_E1-50","SM-GE8WF_S154_E1-50","Exc L5 THEMIS RGPD6","L5","L5"
"M1_SM-GE8WF_S155_E1-50","SM-GE8WF_S155_E1-50","Exc L5 THEMIS VILL","L5","L5"
"M1_SM-GE8WF_S157_E1-50","SM-GE8WF_S157_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE8WF_S158_E1-50","SM-GE8WF_S158_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE8WF_S159_E1-50","SM-GE8WF_S159_E1-50","Exc L6 THEMIS SNTG2","L5","L6"
"M1_SM-GE8WF_S161_E1-50","SM-GE8WF_S161_E1-50","Exc L5 THEMIS FGF10","L5","L6"
"M1_SM-GE8WF_S162_E1-50","SM-GE8WF_S162_E1-50","Exc L5-6 THEMIS SMYD1","L5","L6"
"M1_SM-GE8WF_S163_E1-50","SM-GE8WF_S163_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE8WF_S164_E1-50","SM-GE8WF_S164_E1-50","Exc L5 THEMIS SLC22A18","L5","L5"
"M1_SM-GE8WF_S165_E1-50","SM-GE8WF_S165_E1-50","Exc L3-5 FEZF2 ASGR2","L5","L5"
"M1_SM-GE8WF_S166_E1-50","SM-GE8WF_S166_E1-50","Exc L3-5 RORB RPRM","L5","L5"
